artist_name,track_name,artist_uri,track_uri
Wet,Deadwater,spotify:artist:2i9uaNzfUtuApAjEf1omV8,spotify:track:1PW0MH1EwqC09G0OnnjnT4
Steve Lacy,C U Girl,spotify:artist:57vWImR43h4CaDao012Ofp,spotify:track:6FBzhcfgGacfXF3AmtfEaX
BROCKHAMPTON,HOME,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,spotify:track:2anAr4t1wpiy2qBK9CGnyn
BROCKHAMPTON,CONTACTS,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,spotify:track:0hkxAENNrJ18AzHqync5n3
A.Dd+,Can't Come Down,spotify:artist:0oiw7PY6VPt7w2KsV9Xhcu,spotify:track:3tvb5DvwShgHDcpumThLU4
Antwon,Luv,spotify:artist:7sV1sLUCpxr8MVlu0GyVU5,spotify:track:0KVMFZQKf7FEkgvYQvi8KA
Antwon,Life Is What You Make It,spotify:artist:7sV1sLUCpxr8MVlu0GyVU5,spotify:track:4hOwgpdVS1x1e2NxWCmDvL
Night Lovell,Contraband,spotify:artist:2y246nnP9pQT0E6v3ZMMOO,spotify:track:6lt8N5nSY1EaiyeDRAIwcW
bo en,Miss You,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,spotify:track:5XkTer2cNrqMAAYOiqwdJt
bo en,Money Won't Pay,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,spotify:track:5hs2nY40aeqM0mpP8SBOon
bo en,I'll Fall,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,spotify:track:0tOyrixMQ17NUznPIxYtVD
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,spotify:track:3GhsBdS9ulPK3KCdwHRPhG
Cigarettes After Sex,Affection,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,spotify:track:4eVNSHRazoHgfYGv3AYFyZ
dandelion hands,I Like You,spotify:artist:6mOWFF6HJ6krnIpW0CHLQm,spotify:track:4mlqHOqOXja92BT4M51lkj
Sports,Strange to Hear,spotify:artist:4AGNJdJiVltImYk1UTLE0K,spotify:track:52OKylOQQSETWtXncZN3L7
The Kooks,Sweet Emotion,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,spotify:track:3hyi4CYvZ3K6EqAI2ja7pl
Xiu Xiu,Pink City,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,spotify:track:3Ex4oMC0UeAQNAG78AuVfi
Moose,First Balloon To Nice,spotify:artist:5juac7bFYyLKmV0VGSyaKM,spotify:track:590sE8TWkgAscOaLyjvYRl
Moose,Rubdown,spotify:artist:5juac7bFYyLKmV0VGSyaKM,spotify:track:6tZUEAbX1M8twwJG26nLPf
Moose,So Much Love So Little Time,spotify:artist:5juac7bFYyLKmV0VGSyaKM,spotify:track:17q3q8wMWgYB8HoqZNNMRT
Moose,Last Of The Good Old Days,spotify:artist:5juac7bFYyLKmV0VGSyaKM,spotify:track:6R7gv0TqoBs4CFDhm5uPzr
Moose,Screaming,spotify:artist:5juac7bFYyLKmV0VGSyaKM,spotify:track:6AAWJJ0zamfEVReLLDj4BC
Rogue Wave,Love's Lost Guarantee,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,spotify:track:62Rq7yIwT6p2FFxiszk3dc
Rogue Wave,10:1,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,spotify:track:1gMxEMadnj1DIiny9wOAiT
Rogue Wave,Crush The Camera,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,spotify:track:1KVU56xCG8SqaXRjf9n4Da
Rogue Wave,Every Moment,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,spotify:track:4nZLpgrDO1O8mXI1sPNHov
Rogue Wave,Endgame,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,spotify:track:3wKt77fHCmjWRXkmkYTxrl
Weezer,El Scorcho,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,spotify:track:3g2gQMeeQAEPztiQKMlGSl
Meltycanon,Veldt,spotify:artist:3agnCimLdkVM3mc4PFJUxC,spotify:track:5pBqIndYOFIWDQPu035Etz
Meltycanon,Patroklos,spotify:artist:3agnCimLdkVM3mc4PFJUxC,spotify:track:0yegUfm5PJuspjElvwHFt8
Meltycanon,suncream,spotify:artist:3agnCimLdkVM3mc4PFJUxC,spotify:track:3vZTUFGoEFSId655tfKCFE
Chairlift,Crying in Public,spotify:artist:7hAolICGSgXJuM6DUpK5rp,spotify:track:2yXfkGdRTSPgSFJfOGsLhk
Connan Mockasin,It's Your Body 4,spotify:artist:247AfC9pLuqwgpH8Mo96oA,spotify:track:6J7c3Fg5Bey55neqioLLvd
Marcy Playground,Poppies,spotify:artist:7AQzXO3NPNQsI7oNu5rC3r,spotify:track:2U4FtN8jDqDKSzGpVC1iLf
Concorde,Just Kiss Her,spotify:artist:5gSzpQeKekCGJTR9hcWwKF,spotify:track:4fmU11hc9cNOvnD1rvddUl
Mariah Carey,Infinity,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,spotify:track:5aVCrbz2wVTA4OFxYd8ZGA
Mariah Carey,Touch My Body,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,spotify:track:2H1l4JczUDbiWfQtQElB05
"Parks, Squares and Alleys",We're Not Just Friends,spotify:artist:0botW5W7KGHTm8BkLemEH8,spotify:track:0CyRloqqjpeKEAd3cO6J6z
Ween,Tried And True,spotify:artist:3u1ulLq00Y3bfmq9FfjsPu,spotify:track:0mDkcTvD6fK9suYR72zhs6
SWV,Weak,spotify:artist:2NmK5FyrQ18HOPXq1UBzqa,spotify:track:71EHOyEOhNx1SzTebRRyng
Fazerdaze,Lucky Girl,spotify:artist:2awB7Ol181cocZcLLNBBAh,spotify:track:5pP3sLkAVZ03hyJ6SbsprC
Mons Vi,Stay (Bedroom Tape),spotify:artist:5W5qK44etRPdYVC1YkfUfW,spotify:track:2agjAJh3xazIV2IX5U2cdD
Oingo Boingo,Weird Science,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu,spotify:track:03AhYPRQeOqG2j54Tdg94E
Oingo Boingo,No One Lives Forever,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu,spotify:track:3kdSHY9ZQIjyg4Q68YG4Qz
Oingo Boingo,Wild Sex (In The Working Class) - 1988 Boingo Alive Version,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu,spotify:track:7nxvjIWrvrxRHlVgHFFbt1
Oingo Boingo,Only A Lad,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu,spotify:track:5Dsp18WXBOCw8Td6bFi8lf
Oingo Boingo,Private Life - Edited Version,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu,spotify:track:2l0O0fvf9dTcCZK0fgPTNC
salvia palth,i was all over her,spotify:artist:0pg0Zm8FsGAYy5kdHuBnSo,spotify:track:7svpAkwc6xaSxlbZ7V7JiS
Blonde Tongues,Hey Good Lookin',spotify:artist:1WXAzKcld8b4tZIteRi14G,spotify:track:6bKHrmhfMFhlXqYR6zfPt9
Sufjan Stevens,All for Myself,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,spotify:track:09ZmxJH8zykIMTsEhjT3yw
How To Dress Well,Words I Don't Remember,spotify:artist:4jLcgJjDGmW0HmvbSf6lEI,spotify:track:69tms8bn7pYZck6hJw6X1e
How To Dress Well,Lost Youth / Lost You,spotify:artist:4jLcgJjDGmW0HmvbSf6lEI,spotify:track:36cNPxDZocGVGmyQF2BR6a
Bobby Caldwell,What You Won't Do for Love,spotify:artist:4V4Z3qMCwYofWHtip6ePF6,spotify:track:1lB6TCFlx4f50wdetOuGcT
Hüsker Dü,Don't Want To Know If You Are Lonely,spotify:artist:16bN8mhtDFdegWbg0z3s10,spotify:track:4tPFEWRuNQhibDQSGB2PVE
Hüsker Dü,Eight Miles High,spotify:artist:16bN8mhtDFdegWbg0z3s10,spotify:track:2LXPIpt45CJ2dorhMNCE0F
Hüsker Dü,Turn It Around,spotify:artist:16bN8mhtDFdegWbg0z3s10,spotify:track:1FS4e2J4JeNZKDtcdQpUmn
Hüsker Dü,She's A Woman [And Now He Is A Man],spotify:artist:16bN8mhtDFdegWbg0z3s10,spotify:track:77VzCVHQgX613AkssBWK8M
Hüsker Dü,Crystal,spotify:artist:16bN8mhtDFdegWbg0z3s10,spotify:track:7lr5a1V6SZuv1RWFSUOOHe
The Vapors,Turning Japanese,spotify:artist:4K3NWDwBIxgktui14SccR2,spotify:track:30cHDhxUqgnHq78hv5UjMx
Lets Kill Janice,Interference,spotify:artist:3X03NfrYVLMXS2kz13t5WU,spotify:track:7331X4zR3C2eaLh5iHN98k
Bedroom,Nothing Lasts,spotify:artist:7COP1HCvVq1cIpZcLQYoNe,spotify:track:3GOO81yxm6EZLkiXLs2sx2
Bedroom,Nostalgic Feel,spotify:artist:7COP1HCvVq1cIpZcLQYoNe,spotify:track:2GTvMc0CnmT48LPTG4zhxh
The Truth,Spread A Little Sunshine,spotify:artist:3K6DKtqcjx8Vs5XEaTgZv7,spotify:track:3O7HL3mzobCIxzErIMijxJ
Gift,Drugs,spotify:artist:31evTYWkEAH8qiDQxQ1Ho0,spotify:track:2cPakJlrL2RxaIMC5K5lB3
Floh de Cologne,Kalte Wut / Wenn Ich Einmal Reich Bin,spotify:artist:04QGT0sr98LHIUjqPJ4RG4,spotify:track:5La66MFvn7AX8ZjXu2s8l8
May Blitz,Smoking the Day Away,spotify:artist:05reBfXcMPyOkKQN3w3nnS,spotify:track:48VtPhyDClvvQWMia21xwH
Jehst,High Plains Anthem,spotify:artist:70KRtY1QWEurUeM3wuzpG1,spotify:track:4qmTT2IkNy6vb2BPxNW8tY
Black Moon,Who Got Da Props,spotify:artist:2yN6bq26wynQcRuPkBYTDb,spotify:track:6Xio661Y2iL7SDKFFOG9cv
Lords Of The Underground,Chief Rocka,spotify:artist:17Q9sCBpIyS6yM2YyaI6R4,spotify:track:34MRi5GRWHFUa731JBxFEl
Rod McKuen,Love's Been Good To Me,spotify:artist:62JorFOkIjXHHU7GMT9r77,spotify:track:3vUTaQZGXUTqgYWNUZiNW8
John SaFranko,Listen to the Warm,spotify:artist:6ki33aLoMVqki3QYXELrer,spotify:track:2GuPNzwxzITYQJYxgr8Khv
WHY?,Fatalist Palmistry,spotify:artist:0d7aBBLFcc4dlETnae6zcH,spotify:track:01rgZI4xYSpyp4EFrdcS5E
Varsity,"So Sad, So Sad",spotify:artist:339XMxg3AyRbEfeIAlxB2c,spotify:track:5rKor0rlCbaA7j755zhnhb
Varsity,Cult of Personality,spotify:artist:339XMxg3AyRbEfeIAlxB2c,spotify:track:7wqu4L2r2BveD3Yzdwfi2h
Declan McKenna,Brazil,spotify:artist:2D4FOOOtWycb3Aw9nY5n3c,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ
Declan McKenna,Bethlehem,spotify:artist:2D4FOOOtWycb3Aw9nY5n3c,spotify:track:6zMuIP4BLELTkbr7n0qpyo
Phony Ppl,Why iii Love The Moon.,spotify:artist:0oBsnAC3fzYkTHF3bkfNx6,spotify:track:2x5Frs6ts14U4MSLrQQlXg
Michael Kiwanuka,I'll Get Along,spotify:artist:0bzfPKdbXL5ezYW2z3UGQj,spotify:track:2QIvd2Uow99gv5kBBbtf3y
Etta James,A Sunday Kind Of Love - Single Version,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,spotify:track:2A6arq0CZXZZiwL4Wp6J2Y
Jawbreaker,Chemistry,spotify:artist:4bcaz6nXnH8LTRiXALe8XV,spotify:track:2gkTMvu0sq40EvgF3v9dpQ
Naked Raygun,Soldiers Requiem,spotify:artist:2KWOkrj19TKU1ik6tugH4y,spotify:track:4i06BSlWZ9lkxmpyZgRT3W
Naked Raygun,Camarilla,spotify:artist:2KWOkrj19TKU1ik6tugH4y,spotify:track:5JtkB8lBYFR88hNt3XPuPY
Naked Raygun,Vanilla Blue,spotify:artist:2KWOkrj19TKU1ik6tugH4y,spotify:track:5EE7Ft0jwP5njgtCbcUTtK
Fog Lake,Push,spotify:artist:04GCjO1r1hPelibCUq9S8H,spotify:track:0OKa57fGBeZULZaE6snoxt
Vansire,Driftless,spotify:artist:6ft7JnxMyZhp7N52qzHymY,spotify:track:1M3LdcjVPP3O5yGaNlVSfy
Good Good Blood,I'm So Ugly,spotify:artist:2OaU1tu6tdscWuRIry08Gs,spotify:track:0RWSIl4scCq0jlHUJZiLWO
Ourselves the Elves,Wounds,spotify:artist:62bdZHVpBgv8SRJ9bRfSWE,spotify:track:2Q6WpyCt5X8Ix4hPPpTsxg
Odina,"You Loved Me, You Killed Me",spotify:artist:2D0wm8aDnVrcljPwg2GM75,spotify:track:1NodY8JMQCZAwpNd6Rsqew
Boyscott,Embarrassingly Enough,spotify:artist:3WPt7OfKDirWGEDH9kHahw,spotify:track:1vEL8XndGbyYAGvK49CzUE
Suburban Lawns,Janitor,spotify:artist:7GbMKpjxObo2JZGvKQovjr,spotify:track:4qIrNr9OnHrQhpODZcmulH
Mild High Club,Elegy,spotify:artist:5J81VungUjSVHxlPpTI9KG,spotify:track:37vOv8JYJRsqfPAUQIfpRh
The Smashing Pumpkins,"Tonight, Tonight",spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,spotify:track:4iCGSi1RonREsPtfEKYj5b
Oasis,Wonderwall - Remastered,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,spotify:track:5qqabIl2vWzo9ApSC317sa
Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,spotify:track:0c1gHntWjKD7QShC8s99sq
Natalie Merchant,Jealousy - Remastered Single Version,spotify:artist:73JEBdDEFeVaOLg3y0HhBD,spotify:track:7p2aGxnxFYf6VLQPEYirPO
TLC,Waterfalls,spotify:artist:0TImkz4nPqjegtVSMZnMRq,spotify:track:6qspW4YKycviDFjHBOaqUY
The Smashing Pumpkins,1979,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,spotify:track:3Y8Ff1nH44jFywAtpgmleZ
Natalie Imbruglia,Torn,spotify:artist:0dlOr0VIysztGWvU1dpjmP,spotify:track:1Jaah2tmN9Hv81A87KZ1MU
Lisa Loeb & Nine Stories,Stay,spotify:artist:4a7CDXcRCXi4kp5z7SEXtg,spotify:track:4ARhdB2FzpXcko8T03YVen
Toni Braxton,Breathe Again,spotify:artist:3X458ddYA2YcVWuVIGGOYe,spotify:track:68ZD7M5tOBBM0N5XWRECoD
Sarah McLachlan,Angel,spotify:artist:4NgNsOXSwIzXlUIJcpnNUp,spotify:track:6G8fblD9DbcEmaKOKDy3XL
The Verve,Bitter Sweet Symphony,spotify:artist:2cGwlqi3k18jFpUyTrsR84,spotify:track:3Z9PJ6xiEGmcqo2hESEB5n
Soul Asylum,Runaway Train,spotify:artist:02da1vDJ2hWqfK7aJL6SJm,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP
The Verve Pipe,The Freshmen,spotify:artist:242iqFnwNhlidVBMI9GYKp,spotify:track:3rfDfPjgHDQ1BUaSHr9xoI
Dido,White Flag,spotify:artist:2mpeljBig2IXLXRAFO9AAs,spotify:track:6si71supnBUhddjR2FJc2L
Sade,Smooth Operator - Single Version,spotify:artist:47zz7sob9NUcODy0BTDvKx,spotify:track:3XEtw7t4V5sfd2vtkp0ql7
DNA,"Tom's Diner - 7"" Version",spotify:artist:4mesemBJJwnGX6tRaMvGbn,spotify:track:6HS5QOvhd4w3XqJMDaEWcv
Hootie & The Blowfish,Only Wanna Be With You,spotify:artist:08ct2eZF5lUPdJpHwNKWof,spotify:track:1OFKUn2VLafrHj7ybnap0Q
Cali Swag District,Teach Me How to Dougie,spotify:artist:1EeArivTpzLNCqubV95255,spotify:track:61LtVmmkGr8P9I2tSPvdpf
Miley Cyrus,Party In The U.S.A.,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1
LMFAO,Shots,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,spotify:track:1V4jC0vJ5525lEF1bFgPX2
Vanilla Ice,Ice Ice Baby,spotify:artist:7GXXMm3DB1VswVcuGyInUd,spotify:track:3XVozq1aeqsJwpXrEZrDJ9
The Isley Brothers,Shout - Parts 1 & 2,spotify:artist:53QzNeFpzAaXYnrDBbDrIp,spotify:track:6eE6akYdf9w2rZUOIMwSgw
Flo Rida,Low (feat T-Pain) - Feat T-Pain Album Version,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:0CAfXk7DXMnon4gLudAp7J
The Black Eyed Peas,The Time (Dirty Bit),spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:5bitEcj72xFL3yv9ZS5fkE
Usher,OMG,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:4Ow5x7P5NAAR1jPoskudoA
Michael Jackson,Thriller,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,spotify:track:3S2R0EVwBSAVMd5UMgKTL0
Sir Mix-A-Lot,Baby Got Back,spotify:artist:3TQ9JTBI2n2hfo7aRONEYV,spotify:track:7MCNnnmwm7TXMh7xyNGohi
Usher,Yeah!,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:0XUfyU2QviPAs6bxSpXYG4
P!nk,Raise Your Glass,spotify:artist:1KCSPY1glIKqW2TotWuXOR,spotify:track:12lZTPlXwUtrQuhEty6098
Mr. C The Slide Man,Cha Cha Slide - Original Live Platinum Band Mix,spotify:artist:4AWzJ0jYO43xrWkQ4O7R5x,spotify:track:3Xv5C02Wxlek0dmrYAM5A8
Neil Diamond,Sweet Caroline,spotify:artist:7mEIug7XUlQHikrFxjTWes,spotify:track:3zByVQLvdXUaDTubfWkpCk
Cupid,Cupid Shuffle,spotify:artist:0lax1ZgWclW6mZFaGu27MM,spotify:track:07Tx168RSsUS1HqkDIOZbH
Lady Gaga,Just Dance,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:1dzQoRqT5ucxXVaAhTcT0J
Cascada,Evacuate The Dancefloor,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp,spotify:track:0jDWRUbxSn8zQlwFbeLHwo
Daft Punk,One More Time,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:track:0DiWol3AO6WpXZgp0goxAV
Lady Gaga,Just Dance,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:1dzQoRqT5ucxXVaAhTcT0J
Flo Rida,Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y
Pitbull,Give Me Everything,spotify:artist:0TnOYISbd1XYRBk9myaseg,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
LMFAO,Party Rock Anthem,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,spotify:track:7mitXLIMCflkhZiD34uEQI
Rihanna,We Found Love,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:6qn9YLKt13AGvpq9jfO8py
Train,Marry Me,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,spotify:track:0VZ9xPNa6ROafP6GYYuv2S
Chris Brown,Forever,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:3H1LCvO3fVsK2HPguhbml0
Nicki Minaj,Starships,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
Etta James,At Last - Single Version,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,spotify:track:0CmIALzGn4vHIHJG4n3Q4z
Wild Cherry,Play That Funky Music,spotify:artist:4apX9tIeHb85yPyy4F6FJG,spotify:track:5uuJruktM9fMdN9Va0DUMl
Old School Players,Tootsie Roll,spotify:artist:5anDRAnt2u0S0vwgotMYX7,spotify:track:5qnk7XRdHF0OLUVexVaRCp
Michael Jackson,The Way You Make Me Feel - Single Version,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,spotify:track:682nhC3aQtY9HwrC2P2vz4
The Black Eyed Peas,The Time (Dirty Bit),spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:5bitEcj72xFL3yv9ZS5fkE
Will Smith,Miami,spotify:artist:41qil2VaGbD194gaEcmmyx,spotify:track:6e8Ou0wiqAzIpWb2eSxll8
Michael Jackson,Billie Jean,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,spotify:track:5ChkMS8OtdzJeqyybCc9R5
Bob Marley & The Wailers,Is This Love - Montmartre Remix,spotify:artist:2QsynagSdAqZj3U9HgDzjD,spotify:track:14CsUVcoKztExH6aSgfrfb
Jason Derulo,Marry Me,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:3ogtSrlbtiTamktbA0hw0E
Ed Sheeran,Thinking Out Loud,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:track:1Slwb6dOYkBlWal1PGtnNg
Bruno Mars,Marry You,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:track:6SKwQghsR8AISlxhcwyA9R
Edwin McCain,I Could Not Ask For More,spotify:artist:0L6Gwm0JDrgIQJfjarWSUR,spotify:track:14J3PO0VnhtcRa31r7Aj1L
Jason Mraz,Lucky,spotify:artist:4phGZZrJZRo4ElhRtViYdl,spotify:track:2qLMf6TuEC3ruGJg4SMMN6
Sixpence None The Richer,Kiss Me,spotify:artist:0lJlKQvuM2Sd9DPPyUXcHg,spotify:track:754kgU5rWscRTfvlsuEwFp
American Authors,Best Day Of My Life,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,spotify:track:5j9iuo3tMmQIfnEEQOOjxh
K-Ci & JoJo,All My Life,spotify:artist:05RZIdfz59ZW2FvFuwnmNK,spotify:track:5GorFaKkP2mLREQvhSblIg
Toploader,Dancing in the Moonlight,spotify:artist:6xeFne1rkxMhKSW3ipvkdV,spotify:track:3Fzlg5r1IjhLk2qRw667od
Colbie Caillat,I Do,spotify:artist:6aZyMrc4doVtZyKNilOmwu,spotify:track:2yNUAnFrAJkV0eilMxeA19
Beyoncé,Single Ladies (Put a Ring on It),spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:557un1HgwYMuqfWGSTmnxw
Dave Matthews Band,You & Me,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L,spotify:track:1qHXpsRP2gwteJCPUrc9wA
The Black Eyed Peas,I Gotta Feeling,spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:70cTMpcgWMcR18t9MRJFjB
Miley Cyrus,We Can't Stop,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:2y4lAQpi5VTNLu2ldeTdUH
Rascal Flatts,I Melt,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:track:02UnamzTn2rySwzcMkq5qx
Rascal Flatts,Summer Nights,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:track:27rSEMh30XdxOgQX7AKSaM
Rascal Flatts,My Wish,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:track:4t7sDpxqkUdcYHA32s9XjQ
Rascal Flatts,Life Is A Highway,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:track:1SLikaDhWhhhnLJC58bkFI
Rascal Flatts,Bless The Broken Road,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:track:4YjjNHtEsTX6Af4mCTupT5
Rascal Flatts,Payback,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,spotify:track:59tG0RUCwkbLQtJCf8xJkq
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,spotify:artist:4tX2TplrkIP4v05BNC903e,spotify:track:5xS9hkTGfxqXyxX6wWWTt4
Taio Cruz,Dynamite,spotify:artist:6MF9fzBmfXghAz953czmBC,spotify:track:2CEgGE6aESpnmtfiZwYlbV
Tiësto,Wasted,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,spotify:track:2CAK2t1reUgPK6OMgAMURB
The Black Eyed Peas,I Gotta Feeling,spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:70cTMpcgWMcR18t9MRJFjB
The Lumineers,Ho Hey,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,spotify:track:1jdNcAD8Ir58RlsdGjJJdx
Flo Rida,Right Round - feat. Ke$ha,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:2QQuKHdhPoAJchgY0HPw96
Flo Rida,Whistle,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:3bC1ahPIYt1btJzSSEyyrF
Flo Rida,Good Feeling,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
House Of Pain,Jump Around,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,spotify:track:3TZwjdclvWt7iPJUnMpgcs
Kris Kross,Jump,spotify:artist:2zrZfs23sjuHDv4E6YRmNf,spotify:track:27AHAtAirQapVldIm4c9ZX
Next,Wifey - Club Mix/Dirty Version,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,spotify:track:1NNDZc9BHaWe9JqIsPRlNV
Tiësto,Wasted,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,spotify:track:2CAK2t1reUgPK6OMgAMURB
Chris Brown,Wall To Wall,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:6i0eXvRAbVKD1EZFrXvur8
Chris Brown,Beautiful People - Radio Edit,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:1hDYcjBSsAShpTSekSyyzC
American Authors,Best Day Of My Life,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,spotify:track:5j9iuo3tMmQIfnEEQOOjxh
Florida Georgia Line,This Is How We Roll,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:2TR7A4ulH9R1PNwMyd8o8U
Chris Brown,Love More,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:2bEvCSQQha48I5ZQUCvLzP
Clean Bandit,Rather Be (feat. Jess Glynne),spotify:artist:6MDME20pz9RveH9rEXvrOM,spotify:track:5HuqzFfq2ulY1iBAW5CxLe
MKTO,Classic,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,spotify:track:6FE2iI43OZnszFLuLtvvmg
Charli XCX,Boom Clap,spotify:artist:25uiPmTg16RbhZWAqwLBy5,spotify:track:3x2YIvkLcxvZQsA5x6xyIR
Calvin Harris,Summer,spotify:artist:7CajNmpbOovFoOoasH2HaY,spotify:track:6YUTL4dYpB9xZO5qExPf05
Becky G,Shower,spotify:artist:4obzFoKoKRHIphyHzJ35G3,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ
Ariana Grande,Problem,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,spotify:track:7fYbFYt7X4FZvuJJC90EX0
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,spotify:artist:5BcAKTbp20cv7tC5VqPFoC,spotify:track:3bidbhpOYeV4knp8AIu8Xn
Pitbull,Timber,spotify:artist:0TnOYISbd1XYRBk9myaseg,spotify:track:3cHyrEgdyYRjgJKSOiOtcS
The Aranbee Pop Symphony Orchestra,Bittersweet Symphony,spotify:artist:1ASwPvvha7hLm91YXu6yJJ,spotify:track:78OGRRDepogg627XCOQ265
Creedence Clearwater Revival,I Put A Spell On You,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:track:4SDywo3ykB2PEthjXvo1UP
STRFKR,Bury Us Alive,spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU,spotify:track:229SqGbacrLSBfb9XfJczF
311,Jackolantern's Weather,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,spotify:track:0orNm6qQT2B5WFi0l7l3PV
